m_time,identifier,ticker,sell_after,price,volatility,volatility_coef,drift,quantity
2,50,TSLA,3,2238.75,0.039876781634850623,1.0,0.0016655902789114662,5.0
2,49,AVGO,2,1147.0,0.022185340937738766,1.0,0.0014151757552584394,5.0
2,39,NVDA,2,827.94,0.04103563822223924,1.0,0.0014542558314932863,5.0
2,39,NVDA,3,827.94,0.04103563822223924,1.0,0.0014542558314932863,5.0
2,41,NFLX,2,707.61,0.03794475173585578,1.0,0.0014923875645576595,5.0
2,36,INTU,2,694.66,0.031201892280181116,1.0,0.0009136809676090733,5.0
2,36,INTU,3,694.66,0.031201892280181116,1.0,0.0009136809676090733,5.0
2,33,ADBE,2,688.37,0.03300034509871218,1.0,0.0009849556228086755,5.0
2,33,ADBE,3,688.37,0.03300034509871218,1.0,0.0009849556228086755,5.0
2,40,COST,3,681.24,0.022439877881784823,1.0,0.0006959696784272048,5.0
