ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
179,TXN,15,254.625,0.0010841439368727726,1.0,0.044462844383564425,14.560933338248175
434,AMD,15,161.91,0.0009962143399985263,1.0,0.03966445958769901,0.3554978133117883
178,TXN,14,254.625,0.0010841439368727726,1.0,0.044462844383564425,0.354534040554125
433,AMD,14,161.91,0.0009962143399985263,1.0,0.03966445958769901,0.23472741129552432
299,WFC,15,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.19107025424285748
14,ORCL,15,126.71,0.0007371693308633762,1.0,0.03232560799688478,0.1910575768406131
177,TXN,13,254.625,0.0010841439368727726,1.0,0.044462844383564425,0.18421547773141736
298,WFC,14,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.18111653486283297
432,AMD,13,161.91,0.0009962143399985263,1.0,0.03966445958769901,0.17705146137385708
297,WFC,13,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.17233568818665923
