m_time,identifier,ticker,sell_after,price,volatility,volatility_coef,drift,quantity
30,1,ORCL,3,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,5,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,6,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,7,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,8,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,9,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,10,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,11,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,14,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,15,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,16,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,17,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,18,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,19,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,21,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,23,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,24,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,25,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,26,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,27,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,28,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,29,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,30,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,1,ORCL,31,126.71,0.03232560799688478,1.0,0.0007371693308633762,0.039525691699604744
30,2,MSFT,2,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,3,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,5,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,6,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,7,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,8,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,9,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,10,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,11,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,12,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,13,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,14,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,15,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,17,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,18,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,19,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,21,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,22,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,24,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,25,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,27,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,28,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,29,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,30,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,2,MSFT,31,382.7,0.02543920418516542,1.0,0.000646651994771599,0.039525691699604744
30,3,KO,2,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,3,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,6,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,7,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,8,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,9,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,10,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,11,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
30,3,KO,12,298.5,0.017945473845996332,1.0,0.00017573234988415185,0.039525691699604744
