ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
991,TSLA,12,2238.75,0.0016655902789114662,1.0,0.039876781634850623,21.41713555923672
994,TSLA,15,2238.75,0.0016655902789114662,1.0,0.039876781634850623,1.975653722178235
0,ORCL,1,126.71,0.0007371693308633762,1.0,0.03232560799688478,1.0342556964301928
520,INTC,1,169.3125,0.0004660646891467672,1.0,0.02931292830868204,0.7740157359596587
420,JPM,1,171.78,0.0003223159987838102,1.0,0.02207990317599526,0.7628975392634165
161,CVX,2,188.05,0.0002054980964363047,1.0,0.017571020792893053,0.6968919930585998
421,JPM,2,171.78,0.0003223159987838102,1.0,0.02207990317599526,0.6760732050298844
130,PEP,11,196.12,0.0005555883647352249,1.0,0.028769429044756857,0.668216088592034
360,DIS,1,244.0,0.00045142587448338467,1.0,0.023370070531348017,0.5370923741584824
321,JNJ,2,246.0,0.00031004352395213995,1.0,0.019007263632570597,0.5327257694905273
