ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
228,TMUS,4,160.44,0.0007830329477854212,1.0,0.026837089295438897,10.029575381208266
123,J,4,148.45,0.0005384516376586715,1.0,0.026970346421988867,7.002125646069933
233,V,4,278.29,0.0007166401984765148,1.0,0.022041877004529652,5.7822597799455755
210,CRM,1,309.96,0.0010399557671811061,1.0,0.028701101192629783,5.191460427671489
22,META,3,382.18,0.0010818737313607978,1.0,0.02528046067619272,4.21043768423532
67,BA,3,440.62,0.0004605200427116954,1.0,0.024561006124369848,3.6520018931529536
195,COST,1,681.24,0.0006959696784272048,1.0,0.022439877881784823,2.3620824880527485
69,BA,5,440.62,0.0004605200427116954,1.0,0.024561006124369848,2.053885562482934
64,PG,5,164.21,0.00017773866715979883,1.0,0.016526932551944148,1.6653605229928627
243,AVGO,4,1147.0,0.0014151757552584394,1.0,0.022185340937738766,1.402916368056717
