ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
99,WFC,5,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.7071910535083078
98,WFC,4,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.6780927396630497
209,CMCSA,5,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.6765920018806306
208,CMCSA,4,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.6528210034166693
97,WFC,3,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.6521809853006529
207,CMCSA,3,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.6309818169439868
96,WFC,2,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.6286842842455999
206,CMCSA,2,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.6108667119505895
95,WFC,1,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.6073149163544085
205,CMCSA,1,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.5925820937568648
