ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
984,TSLA,5,2238.75,0.0016655902789114662,1.0,0.039876781634850623,24.72285704524554
548,BAC,9,124.0,0.0003248046844754001,1.0,0.02502772941502002,3.11680366090216
549,BAC,10,124.0,0.0003248046844754001,1.0,0.02502772941502002,0.8910228798303376
282,ABT,3,141.46,0.0002498890784599357,1.0,0.018917985499992834,0.716553987822021
600,VZ,1,126.5,0.00010436651220399196,1.0,0.01730978885258661,0.5144825527280442
480,J,1,148.45,0.0005384516376586715,1.0,0.026970346421988867,0.41465966160363277
43,KO,4,298.5,0.00017573234988415185,1.0,0.017945473845996332,0.3395769752673471
822,CMCSA,3,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.31693063416058487
833,CMCSA,14,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.31693063416058487
829,CMCSA,10,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.31693063416058487
