ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
745,TSLA,11,2238.75,0.0016655902789114662,1.0,0.039876781634850623,19.69145501962664
75,ABBV,1,174.96,0.0006789097973845323,1.0,0.01680794463722484,3.685363552712664
615,CMCSA,1,76.595,0.0003188665613094927,1.0,0.019877072315307758,2.4913951626695052
378,WMT,4,169.78,0.000412882914648631,1.0,0.022520679410098644,1.1320610115968104
390,INTC,1,169.3125,0.0004660646891467672,1.0,0.02931292830868204,0.9988068788683132
616,CMCSA,2,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.5287522100973585
289,WFC,5,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.3393638072261438
621,CMCSA,7,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.28918407025550974
617,CMCSA,3,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.28918407025550963
211,ABT,2,141.46,0.0002498890784599357,1.0,0.018917985499992834,0.28629842734629707
