ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
455,VZ,6,126.5,0.00010436651220399196,1.0,0.01730978885258661,7.2646097983940425
405,BAC,1,124.0,0.0003248046844754001,1.0,0.02502772941502002,3.183886519288745
307,MCD,8,298.41,0.00041082343891020624,1.0,0.021211371853429514,2.854234939109989
212,ABT,3,141.46,0.0002498890784599357,1.0,0.018917985499992834,2.7909085847010067
364,J,5,148.45,0.0005384516376586715,1.0,0.026970346421988867,2.7236301930409694
190,PG,11,164.21,0.00017773866715979883,1.0,0.016526932551944148,2.404250218572586
375,WMT,1,169.78,0.000412882914648631,1.0,0.022520679410098644,2.3253735916586433
168,TXN,4,254.625,0.0010841439368727726,1.0,0.044462844383564425,1.5879151778377294
172,TXN,8,254.625,0.0010841439368727726,1.0,0.044462844383564425,1.431752500749645
634,CRM,5,309.96,0.0010399557671811061,1.0,0.028701101192629783,1.3044357406017937
