ID,Ticker,Sell_After,Price,Volatility,Vol_Coeff,Drift,Objective_Value
119,TXN,10,254.625,0.0010841439368727726,1.0,0.044462844383564425,19.62643494049793
289,AMD,10,161.91,0.0009962143399985263,1.0,0.03966445958769901,0.4756597429233926
118,TXN,9,254.625,0.0010841439368727726,1.0,0.044462844383564425,0.3227686566267097
288,AMD,9,161.91,0.0009962143399985263,1.0,0.03966445958769901,0.26825580322212045
9,ORCL,10,126.71,0.0007371693308633762,1.0,0.03232560799688478,0.2522201213705902
199,WFC,10,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.24655664639074334
198,WFC,9,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.22673210930558024
419,CMCSA,10,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.22076016808714252
197,WFC,8,75.0,0.00028195829477257794,1.0,0.022249634785200038,0.21021040459860033
418,CMCSA,9,76.595,0.0003188665613094927,1.0,0.019877072315307758,0.20637064890034296
