m_time,identifier,ticker,sell_after,price,volatility,volatility_coef,drift,quantity
2,1566,NVR,1,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
2,1566,NVR,2,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
2,313,BRK,1,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
2,313,BRK,2,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
2,137,AMZN,1,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
2,280,BKNG,1,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
2,280,BKNG,2,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
2,950,GOOG,1,3014.1799,0.025267983829995663,1.0,0.0006067764520099621,2.0
2,950,GOOG,2,3014.1799,0.025267983829995663,1.0,0.0006067764520099621,2.0
2,951,GOOGL,2,2996.77,0.024716157219593565,1.0,0.0007174709742381507,2.0
4,1566,NVR,3,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
4,1566,NVR,4,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
4,313,BRK,1,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
4,313,BRK,2,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
4,313,BRK,3,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
4,313,BRK,4,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
4,137,AMZN,1,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
4,137,AMZN,3,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
4,280,BKNG,1,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
4,280,BKNG,4,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
6,1566,NVR,2,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
6,1566,NVR,3,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
6,313,BRK,2,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
6,313,BRK,3,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
6,313,BRK,4,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
6,137,AMZN,2,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
6,137,AMZN,4,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
6,137,AMZN,5,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
6,137,AMZN,6,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
6,280,BKNG,1,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,1566,NVR,3,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
8,313,BRK,8,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
8,137,AMZN,5,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
8,137,AMZN,8,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
8,280,BKNG,1,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,280,BKNG,3,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,280,BKNG,4,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,280,BKNG,5,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,280,BKNG,8,3566.6499,0.07385741256674361,1.0,0.0019095893140994046,2.0
8,1637,PCLN,7,3566.6499,0.07385233069295861,1.0,0.0019095893140994046,2.0
10,1566,NVR,5,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
10,1566,NVR,6,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
10,1566,NVR,9,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,2.0
10,313,BRK,1,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
10,313,BRK,4,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
10,313,BRK,6,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
10,313,BRK,7,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
10,313,BRK,8,4985.0,0.019186053634560604,1.0,0.00036774062789365506,2.0
10,137,AMZN,3,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
10,137,AMZN,10,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,2.0
12,1566,NVR,2,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,1.0
12,1566,NVR,3,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,1.0
12,1566,NVR,10,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,1.0
12,1566,NVR,11,7024.8198,0.022605301289985485,1.0,0.0011235882893033226,1.0
12,313,BRK,2,4985.0,0.019186053634560604,1.0,0.00036774062789365506,1.0
12,313,BRK,5,4985.0,0.019186053634560604,1.0,0.00036774062789365506,1.0
12,313,BRK,7,4985.0,0.019186053634560604,1.0,0.00036774062789365506,1.0
12,313,BRK,9,4985.0,0.019186053634560604,1.0,0.00036774062789365506,1.0
12,313,BRK,12,4985.0,0.019186053634560604,1.0,0.00036774062789365506,1.0
12,137,AMZN,3,3731.4099,0.03933198048630576,1.0,0.0013226727898135989,1.0
